場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),父,ディープインパクト,350,69,140,0.1971,0.4,106.7,0.0,4.22,0.2332,0.1668,1.715,A,阪神芝中距離(1700-2000)・良・外枠(7-8)で父「ディープインパクト」は基準比リフト1.715
京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,465,81,195,0.1742,0.4194,64.7,0.0,3.98,0.2454,0.174,1.709,A,京都芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.709
阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),父,ディープインパクト,497,66,183,0.1328,0.3682,77.2,0.0,5.12,0.2169,0.1513,1.698,A,阪神芝短中距離(1400-1600)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.698
京都,平坦・スピード型,芝,短中距離(1400-1600),良,外枠(7-8),父,ディープインパクト,275,27,89,0.0982,0.3236,45.6,0.0,5.26,0.1935,0.1301,1.672,A,京都芝短中距離(1400-1600)・良・外枠(7-8)で父「ディープインパクト」は基準比リフト1.672
小倉,小回り・機動型,芝,中距離(1700-2000),良,内枠(1-2),父,ディープインパクト,159,35,59,0.2201,0.3711,107.2,0.0,4.29,0.2226,0.1485,1.667,A,小倉芝中距離(1700-2000)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.667
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,324,44,117,0.1358,0.3611,90.3,0.0,5.4,0.2171,0.144,1.663,A,新潟芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.663
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,ディープインパクト,525,72,177,0.1371,0.3371,54.8,0.0,5.19,0.2028,0.1343,1.662,A,東京芝短中距離(1400-1600)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.662
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),父,ディープインパクト,260,39,108,0.15,0.4154,78.8,0.0,4.55,0.2505,0.1649,1.658,A,阪神芝中距離(1700-2000)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.658
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,557,91,221,0.1634,0.3968,74.4,0.0,4.58,0.2399,0.1569,1.654,A,阪神芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.654
東京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,606,87,236,0.1436,0.3894,55.7,0.0,4.68,0.237,0.1524,1.643,A,東京芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.643
東京,直線長め・持続型,芝,中長距離(2100-2400),良,中枠(3-6),父,ディープインパクト,221,29,82,0.1312,0.371,76.7,0.0,4.82,0.226,0.145,1.642,A,東京芝中長距離(2100-2400)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.642
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),父,ディープインパクト,368,45,129,0.1223,0.3505,62.0,0.0,4.78,0.2154,0.1351,1.627,A,東京芝中距離(1700-2000)・良・外枠(7-8)で父「ディープインパクト」は基準比リフト1.627
東京,直線長め・持続型,芝,短中距離(1400-1600),良,内枠(1-2),父,ディープインパクト,246,24,81,0.0976,0.3293,70.0,0.0,5.38,0.2047,0.1246,1.609,A,東京芝短中距離(1400-1600)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.609
中京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,ディープインパクト,285,36,94,0.1263,0.3298,57.6,0.0,5.32,0.2051,0.1247,1.608,A,中京芝短中距離(1400-1600)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.608
札幌,小回り・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,172,24,67,0.1395,0.3895,66.0,0.0,5.03,0.2428,0.1467,1.604,A,札幌芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.604
小倉,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,362,37,128,0.1022,0.3536,72.0,0.0,5.14,0.2218,0.1318,1.594,A,小倉芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.594
阪神,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),父,キングカメハメハ,183,28,68,0.153,0.3716,258.6,0.0,5.96,0.2332,0.1384,1.593,A,阪神芝中距離(1700-2000)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.593
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),父,ディープインパクト,228,20,70,0.0877,0.307,55.0,0.0,5.9,0.1947,0.1123,1.577,A,新潟芝短中距離(1400-1600)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.577
京都,平坦・スピード型,芝,短中距離(1400-1600),良,外枠(7-8),父,キングカメハメハ,169,23,51,0.1361,0.3018,133.5,0.0,6.54,0.1935,0.1083,1.56,A,京都芝短中距離(1400-1600)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.56
東京,直線長め・持続型,ダ,中長距離(2100-2400),良,中枠(3-6),父,キングカメハメハ,151,15,52,0.0993,0.3444,52.5,0.0,6.42,0.2214,0.123,1.556,A,東京ダ中長距離(2100-2400)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.556
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,ハーツクライ,280,25,87,0.0893,0.3107,35.9,0.0,5.78,0.2028,0.1079,1.532,A,東京芝短中距離(1400-1600)・良・中枠(3-6)で父「ハーツクライ」は基準比リフト1.532
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,ロードカナロア,259,32,80,0.1236,0.3089,91.7,0.0,5.59,0.2028,0.1061,1.523,A,東京芝短中距離(1400-1600)・良・中枠(3-6)で父「ロードカナロア」は基準比リフト1.523
小倉,小回り・機動型,芝,中距離(1700-2000),良,外枠(7-8),父,ディープインパクト,239,31,74,0.1297,0.3096,64.9,0.0,5.2,0.2048,0.1048,1.512,A,小倉芝中距離(1700-2000)・良・外枠(7-8)で父「ディープインパクト」は基準比リフト1.512
中京,直線長め・持続型,芝,中距離(1700-2000),良,中枠(3-6),父,ハーツクライ,186,23,62,0.1237,0.3333,83.6,0.0,5.89,0.2207,0.1126,1.51,A,中京芝中距離(1700-2000)・良・中枠(3-6)で父「ハーツクライ」は基準比リフト1.51
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),父,キングカメハメハ,163,14,53,0.0859,0.3252,52.1,0.0,6.91,0.2165,0.1087,1.502,A,東京ダ短中距離(1400-1600)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.502
中山,坂あり・パワー型,芝,中距離(1700-2000),良,中枠(3-6),父,ルーラーシップ,160,17,52,0.1062,0.325,55.1,0.0,6.19,0.2165,0.1085,1.501,A,中山芝中距離(1700-2000)・良・中枠(3-6)で父「ルーラーシップ」は基準比リフト1.501
京都,平坦・スピード型,ダ,中距離(1700-2000),良,中枠(3-6),父,キングカメハメハ,349,49,114,0.1404,0.3266,76.3,0.0,6.11,0.2181,0.1085,1.497,A,京都ダ中距離(1700-2000)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.497
福島,小回り・機動型,芝,中距離(1700-2000),良,中枠(3-6),父,ディープインパクト,208,24,68,0.1154,0.3269,84.1,0.0,6.11,0.2188,0.1081,1.494,A,福島芝中距離(1700-2000)・良・中枠(3-6)で父「ディープインパクト」は基準比リフト1.494
新潟,直線長め・平坦型,芝,中距離(1700-2000),良,外枠(7-8),父,ディープインパクト,197,23,62,0.1168,0.3147,67.9,0.0,5.38,0.2107,0.104,1.494,A,新潟芝中距離(1700-2000)・良・外枠(7-8)で父「ディープインパクト」は基準比リフト1.494
東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),父,ハーツクライ,175,21,52,0.12,0.2971,92.7,0.0,7.08,0.1988,0.0983,1.494,A,東京芝短中距離(1400-1600)・良・外枠(7-8)で父「ハーツクライ」は基準比リフト1.494
京都,平坦・スピード型,芝,中距離(1700-2000),良,外枠(7-8),父,キングカメハメハ,161,31,54,0.1925,0.3354,102.7,0.0,5.68,0.2263,0.1091,1.482,A,京都芝中距離(1700-2000)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.482
東京,直線長め・持続型,芝,中距離(1700-2000),良,外枠(7-8),父,ハーツクライ,243,22,77,0.0905,0.3169,40.0,0.0,6.16,0.2154,0.1015,1.471,A,東京芝中距離(1700-2000)・良・外枠(7-8)で父「ハーツクライ」は基準比リフト1.471
東京,直線長め・持続型,芝,中距離(1700-2000),良,内枠(1-2),父,ディープインパクト,241,37,83,0.1535,0.3444,52.4,0.0,4.46,0.2345,0.1099,1.469,A,東京芝中距離(1700-2000)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.469
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,キングカメハメハ,226,24,66,0.1062,0.292,123.0,0.0,6.29,0.199,0.093,1.467,A,中山ダ中距離(1700-2000)・良・中枠(3-6)で父「キングカメハメハ」は基準比リフト1.467
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),父,クロフネ,160,19,52,0.1188,0.325,74.2,0.0,6.59,0.2226,0.1024,1.46,A,中山ダ中距離(1700-2000)・良・外枠(7-8)で父「クロフネ」は基準比リフト1.46
中山,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),父,ディープインパクト,152,21,49,0.1382,0.3224,60.1,0.0,4.96,0.2217,0.1007,1.454,A,中山芝中距離(1700-2000)・良・内枠(1-2)で父「ディープインパクト」は基準比リフト1.454
東京,直線長め・持続型,芝,短中距離(1400-1600),良,中枠(3-6),父,ダイワメジャー,394,42,116,0.1066,0.2944,87.6,0.0,6.21,0.2028,0.0916,1.452,A,東京芝短中距離(1400-1600)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.452
新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,中枠(3-6),父,ダイワメジャー,161,17,45,0.1056,0.2795,46.4,0.0,6.52,0.1947,0.0848,1.436,A,新潟芝短中距離(1400-1600)・良・中枠(3-6)で父「ダイワメジャー」は基準比リフト1.436
東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),父,プリサイスエンド,189,20,54,0.1058,0.2857,184.5,0.0,7.16,0.1997,0.086,1.431,A,東京ダ短中距離(1400-1600)・良・中枠(3-6)で父「プリサイスエンド」は基準比リフト1.431
中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),父,ゴールドアリュール,232,18,66,0.0776,0.2845,54.4,0.0,6.91,0.199,0.0855,1.43,A,中山ダ中距離(1700-2000)・良・中枠(3-6)で父「ゴールドアリュール」は基準比リフト1.43
